work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021,EN,FT,CYBER SECURITY ANALYST,79000,USD,79000,US,100,US,L
2021,SE,FT,CYBER SECURITY TRAINING SPECIALIST,130000,USD,130000,US,100,US,M
2020,SE,FT,CYBER SECURITY SPECIALIST,129998,USD,129998,US,100,US,M
2021,EN,FT,CYBER SECURITY ANALYST,75000,USD,75000,US,100,US,M
2021,SE,FT,THREAT INTELLIGENCE ANALYST,155000,USD,155000,US,100,US,S
2021,MI,FT,INFORMATION SECURITY OFFICER,40200,EUR,47518,DE,50,DE,S
2021,MI,FT,CYBER THREAT INTELLIGENCE ANALYST,75000,USD,75000,US,100,US,L
2021,SE,FT,PRODUCT SECURITY ENGINEER,85000,EUR,100474,ES,100,ES,L
2021,SE,FT,INFORMATION SECURITY MANAGER,200000,USD,200000,US,0,US,M
2021,MI,FT,INFORMATION SECURITY ANALYST,93600,USD,93600,US,100,US,L
2021,MI,FT,CHIEF INFORMATION SECURITY OFFICER,96500,USD,96500,US,0,US,L
2021,EN,FT,CYBER SECURITY ANALYST,100000,USD,100000,KE,100,KE,M
2021,SE,FT,CYBER SECURITY ARCHITECT,205000,USD,205000,US,100,US,L
2020,EN,FT,SECURITY ENGINEER,122000,USD,122000,US,0,US,L
2020,EN,FT,CYBER SECURITY ANALYST,96000,USD,96000,US,50,US,L
2021,EN,FT,SOC ANALYST,72000,USD,72000,US,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,50000,USD,50000,US,100,US,L
2021,EN,FT,IT SECURITY ANALYST,50000,USD,50000,US,0,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,45000,GBP,61896,GB,100,GB,L
2021,EN,FT,CYBER SECURITY ENGINEER,150000,EUR,177308,BG,100,GB,L
2021,MI,FT,CLOUD SECURITY ENGINEER,1000000,INR,13523,IN,50,IN,L
2021,EN,FT,PENETRATION TESTER,35000,GBP,48141,GB,100,GB,M
2021,MI,FT,IT SECURITY ENGINEER,23000,EUR,27187,GR,0,GR,M
2021,SE,FT,INFORMATION SECURITY ARCHITECT,140000,USD,140000,US,100,US,L
2021,MI,FT,CYBER SECURITY ANALYST,85000,USD,85000,US,100,US,S
2021,SE,FT,INFORMATION SECURITY SPECIALIST,92000,USD,92000,US,100,US,L
2020,MI,FT,DEVSECOPS ENGINEER,103000,USD,103000,US,50,US,L
2021,EN,FT,PENETRATION TESTER,70000,USD,70000,IR,0,CA,L
2021,EN,FT,DEVSECOPS ENGINEER,27000,EUR,31915,EE,0,EE,L
2021,EN,FT,CYBER SECURITY ANALYST,65000,USD,65000,US,100,US,L
2020,SE,FT,INCIDENT RESPONSE MANAGER,180000,USD,180000,US,50,US,L
2021,SE,FT,INFORMATION SECURITY MANAGER,50500,EUR,59693,PT,50,PT,L
2020,MI,FT,CYBER SECURITY ANALYST,83500,CHF,88981,CH,100,CH,L
2021,SE,FT,CYBER SECURITY ENGINEER,216000,USD,216000,US,100,US,L
2020,MI,FT,IT SECURITY ANALYST,90000,USD,90000,US,100,US,M
2021,SE,FT,CYBER SECURITY ANALYST,95000,USD,95000,US,100,CA,L
2021,EN,FT,PENETRATION TESTER,70000,USD,70000,US,50,US,S
2021,SE,FT,LEAD SECURITY ENGINEER,150000,USD,150000,US,100,US,M
2021,SE,FT,SECURITY ENGINEER,130000,USD,130000,US,100,US,M
2021,SE,FT,CYBER SECURITY ENGINEER,175000,USD,175000,US,100,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,220000,USD,220000,US,50,US,M
2021,EN,FT,INFORMATION SECURITY OFFICER,106000,USD,106000,US,0,US,L
2021,SE,FT,INCIDENT RESPONSE ANALYST,120000,USD,120000,US,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,75000,USD,75000,US,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,26100,GBP,35899,GB,50,GB,L
2021,MI,FT,CYBER SECURITY ANALYST,96000,USD,96000,US,50,US,L
2021,EN,FT,INFORMATION SECURITY ANALYST,75000,USD,75000,US,50,US,L
2021,EN,FT,CYBER SECURITY ANALYST,75000,EUR,88654,NL,100,NL,L
2021,SE,FT,INFORMATION SECURITY MANAGER,1078000,INR,43275,IN,0,IN,L
2021,MI,FT,CYBER SECURITY ANALYST,1078000,INR,43275,IN,0,IN,L
2021,EN,FT,INFORMATION SECURITY ANALYST,65000,USD,65000,US,100,US,L
2020,EN,FT,CYBER SECURITY ENGINEER,80000,USD,80000,US,50,US,L
2020,MI,FT,SOC ANALYST,91520,USD,91520,US,0,US,L
2021,EX,FT,HEAD OF SECURITY,340000,AUD,255170,AU,50,AU,L
2021,SE,FT,SECURITY ENGINEERING MANAGER,135600,USD,135600,US,0,US,L
2020,EN,FT,CYBER SECURITY ANALYST,400000,DKK,61195,DK,0,DK,M
2021,MI,FT,INFORMATION SECURITY ANALYST,53000,USD,53000,US,0,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,72000,USD,72000,US,50,US,M
2021,MI,FT,IT SECURITY ENGINEER,169000,USD,169000,US,50,US,L
2021,MI,FT,INFORMATION SECURITY MANAGER,162000,AUD,121581,AU,100,AU,L
2020,MI,FT,CYBER SECURITY ARCHITECT,99000,USD,99000,US,0,US,L
2021,MI,FT,PENETRATION TESTER,100000,USD,100000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY MANAGER,130000,USD,130000,US,0,US,M
2021,MI,FT,SECURITY ANALYST,97000,USD,97000,US,100,US,L
2020,MI,FT,CYBER SECURITY ANALYST,60000,EUR,68428,IE,50,IE,L
2021,MI,FT,CYBER SECURITY ANALYST,55000,EUR,65013,PT,100,DE,S
2021,MI,FT,IT SECURITY ENGINEER,90000,USD,90000,US,50,US,L
2021,EN,FT,INFORMATION SECURITY ENGINEER,85000,USD,85000,US,100,US,L
2020,EN,FT,VULNERABILITY RESEARCHER,85000,USD,85000,US,0,US,L
2020,MI,FT,PENETRATION TESTER,432000,DKK,66091,DK,50,DK,L
2021,SE,FT,CYBER SECURITY SPECIALIST,95000,CAD,75774,CA,100,CA,S
2020,MI,FT,INCIDENT RESPONSE MANAGER,123000,USD,123000,US,0,US,L
2021,SE,FT,CYBER SECURITY ANALYST,80000,USD,80000,IN,50,RS,L
2021,SE,FT,CLOUD SECURITY ENGINEER,170000,USD,170000,US,100,US,L
2021,EN,FT,CYBER THREAT INTELLIGENCE ANALYST,77000,USD,77000,US,100,US,L
2021,MI,FT,PENETRATION TESTER,80000,CAD,63810,CA,100,CA,L
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,375000,USD,321950,US,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,50400,EUR,59575,DE,50,DE,M
2020,MI,FT,SECURITY ENGINEER,135000,USD,135000,US,100,US,M
2020,SE,FT,SECURITY ENGINEER,148000,USD,148000,US,50,US,M
2020,SE,FT,STAFF APPLICATION SECURITY ENGINEER,180000,USD,180000,US,100,US,L
2021,MI,FT,CYBER SECURITY ANALYST,90000,USD,90000,US,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,63700,USD,63700,US,100,US,L
2021,SE,FT,INCIDENT RESPONSE ANALYST,65000,GBP,89405,GB,100,GB,L
2020,EX,FT,INFORMATION SECURITY MANAGER,117810,USD,117810,US,0,US,S
2020,MI,FT,INFORMATION SYSTEMS SECURITY ENGINEER,200000,USD,200000,US,100,US,L
2021,SE,FT,CYBER SECURITY ANALYST,48000,EUR,56738,SI,50,SI,M
2021,MI,FT,SOC ANALYST,80000,CAD,63810,CA,100,CA,L
2020,SE,FT,CYBER SECURITY ANALYST,134000,USD,134000,US,100,US,L
2021,MI,FT,CYBER SECURITY ANALYST,119000,USD,119000,US,100,AU,L
2020,MI,FT,INFORMATION SECURITY ANALYST,140000,USD,140000,US,0,US,L
2020,MI,FT,CYBER SECURITY ENGINEER,175000,USD,175000,US,50,US,L
2021,SE,FT,CYBER SECURITY ANALYST,85000,USD,85000,US,50,US,L
2020,MI,FT,OFFENSIVE SECURITY ENGINEER,180000,USD,180000,US,50,US,M
2021,SE,FT,INFORMATION SECURITY ENGINEER,320000,USD,320000,US,100,US,L
2021,MI,FT,SOC ANALYST,75000,USD,75000,US,100,US,M
2021,MI,FT,PENETRATION TESTING ENGINEER,127000,USD,127000,US,100,US,L
2021,EN,FT,CYBER SECURITY SPECIALIST,45100,USD,45100,US,50,US,L
2021,SE,FT,INFORMATION SECURITY OFFICER,124000,USD,124000,US,50,US,L
2021,MI,FT,INFORMATION SECURITY MANAGER,90000,USD,90000,US,0,US,M
2021,EX,FT,IAM ENGINEER,240000,USD,240000,US,50,US,L
2020,MI,FT,SECURITY ENGINEER,80000,USD,80000,US,100,US,M
2020,MI,FT,SECURITY ENGINEER,120000,AUD,82648,AU,50,AU,L
2020,SE,FT,SECURITY ENGINEERING MANAGER,27000,USD,27000,AR,50,AR,M
2020,MI,FT,CYBER SECURITY ANALYST,87500,USD,87500,US,100,US,L
2020,MI,FT,CYBER SECURITY ANALYST,110000,USD,110000,US,0,US,L
2021,EN,FT,PENETRATION TESTER,98000,USD,98000,US,50,US,L
2020,MI,FT,CYBER SECURITY ARCHITECT,102000,USD,102000,US,50,US,L
2020,MI,FT,CYBER THREAT ANALYST,72000,USD,72000,US,100,US,L
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,300000,CAD,239287,CA,50,CA,S
2021,MI,FT,IT SECURITY ENGINEER,124000,USD,124000,US,0,US,M
2021,EN,FT,ETHICAL HACKER,119000,USD,119000,US,100,US,L
2020,SE,FT,PRINCIPAL SECURITY ENGINEER,175000,USD,175000,US,100,US,L
2021,SE,FT,INFORMATION SECURITY MANAGER,180000,USD,180000,US,100,US,L
2020,SE,FT,SOC ANALYST,85000,CAD,63400,CA,100,CA,S
2021,EN,FT,SOC ANALYST,65000,NZD,45950,NZ,0,NZ,M
2021,SE,FT,INFORMATION SECURITY MANAGER,123000,USD,123000,US,100,US,L
2020,EN,FT,CYBER SECURITY ANALYST,80000,USD,80000,US,50,US,L
2021,MI,FT,INFRASTRUCTURE SECURITY ENGINEER,120000,USD,120000,US,50,US,L
2021,MI,FT,CYBER SECURITY ANALYST,150000,USD,150000,US,50,US,M
2021,SE,FT,INFORMATION SECURITY MANAGER,40000,EUR,47282,ES,0,ES,L
2021,MI,FT,CYBER SECURITY ENGINEER,130000,USD,130000,US,50,US,L
2021,MI,FT,INFORMATION SECURITY MANAGER,100000,USD,100000,US,50,US,M
2021,EN,FT,CYBER THREAT ANALYST,20000,EUR,23641,GR,100,US,L
2021,EN,FT,SOC ANALYST,36200,GBP,49792,GB,100,GB,M
2021,EN,FT,CYBER SECURITY ANALYST,70000,USD,70000,US,100,US,L
2021,SE,FT,PRINCIPAL CLOUD SECURITY ENGINEER,130000,USD,130000,US,100,US,L
2021,EN,FT,SECURITY ANALYST,73000,USD,73000,US,0,US,S
2021,MI,FT,IT SECURITY ENGINEER,1078000,HUF,34018,HU,50,HU,M
2021,EN,FT,INCIDENT RESPONSE ANALYST,70000,NZD,49485,NZ,0,NZ,S
2021,MI,FT,CYBER SECURITY ANALYST,92000,USD,92000,US,100,US,L
2021,MI,FT,CYBER SECURITY ANALYST,145000,USD,145000,US,50,US,L
2020,SE,FT,CYBER SECURITY ENGINEER,135000,USD,135000,US,50,US,L
2021,EN,FT,CYBER SECURITY ANALYST,45500,EUR,53783,DE,0,DE,L
2021,SE,FT,CYBER SECURITY ANALYST,150000,USD,150000,US,0,US,L
2021,MI,FT,CHIEF INFORMATION SECURITY OFFICER,44000,GBP,60520,GB,100,GB,L
2020,EN,FT,CYBER SECURITY ENGINEER,75000,USD,75000,US,100,US,L
2021,SE,FT,CYBER SECURITY ANALYST,48000,GBP,66022,GB,100,US,L
2021,MI,FT,CYBER SECURITY SPECIALIST,50000,GBP,68773,GB,50,GB,L
2020,SE,FT,INFORMATION SECURITY MANAGER,150000,USD,150000,US,50,US,L
2021,MI,FT,CYBER SECURITY ANALYST,90000,USD,90000,US,0,US,M
2020,MI,FT,INFORMATION SECURITY MANAGER,70000,EUR,79833,IE,50,IE,L
2021,SE,FT,INFORMATION SECURITY ARCHITECT,102500,USD,102500,US,0,US,L
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,130000,USD,130000,US,100,US,L
2021,MI,FT,CYBER SECURITY ANALYST,85000,USD,85000,US,100,US,L
2021,MI,FT,PENETRATION TESTER,120000,USD,120000,US,100,US,M
2020,EX,FT,SECURITY ENGINEERING MANAGER,600000,USD,321950,US,50,US,L
2021,SE,FT,CYBER SECURITY ARCHITECT,141000,USD,141000,US,50,US,L
2020,EN,FT,CYBER SECURITY ANALYST,66000,USD,66000,US,50,US,L
2021,EN,FT,SECURITY ANALYST,60008,USD,60008,US,50,US,L
2020,SE,FT,CYBER SECURITY ENGINEER,272000,USD,272000,US,100,US,L
2020,EN,FT,CYBER SECURITY ANALYST,80000,USD,80000,US,100,US,M
2020,MI,FT,INFORMATION SECURITY ANALYST,40000,GBP,51305,GB,100,DK,L
2021,EN,FT,IT SECURITY ANALYST,31000,USD,31000,US,0,US,L
2021,SE,FT,SECURITY ENGINEER,150000,CAD,119643,CA,100,CA,M
2021,EN,FT,SECURITY ANALYST,100300,USD,100300,US,100,US,L
2021,SE,FT,PRODUCT SECURITY ENGINEER,150000,USD,150000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ENGINEER,119000,USD,119000,US,100,US,L
2020,MI,FT,SECURITY ENGINEER,192000,USD,192000,US,100,US,L
2020,SE,FT,INFORMATION SECURITY MANAGER,102000,USD,102000,US,0,US,L
2021,SE,FT,CHIEF INFORMATION SECURITY OFFICER,240000,USD,240000,US,100,US,S
2021,EN,FT,SOC ANALYST,63000,USD,63000,US,0,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,98000,USD,98000,US,100,US,L
2020,SE,FT,INFORMATION SECURITY MANAGER,55000,GBP,70545,GB,100,GB,S
2021,SE,FT,INFORMATION SECURITY MANAGER,100000,USD,100000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ENGINEER,80000,USD,80000,US,100,US,M
2020,MI,FT,INFORMATION SECURITY SPECIALIST,72000,USD,72000,US,100,US,L
2021,EN,FT,CYBER SECURITY ENGINEER,75000,USD,75000,US,100,US,L
2020,MI,FT,LEAD INFORMATION SECURITY ENGINEER,80000,USD,80000,US,50,US,L
2021,MI,FT,CYBER SECURITY ANALYST,67000,USD,67000,US,0,US,L
2020,SE,FT,LEAD INFORMATION SECURITY ENGINEER,130000,USD,130000,US,100,US,L
2021,SE,FT,INFORMATION SECURITY SPECIALIST,85000,CAD,67798,CA,50,CA,L
2021,MI,FT,SOC ANALYST,120000,USD,120000,US,100,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,76500,USD,76500,US,100,US,L
2021,SE,FT,CYBER SECURITY ANALYST,160000,USD,160000,US,0,US,M
2021,EX,FT,HEAD OF SECURITY,200000,USD,200000,US,100,US,L
2021,EX,FT,INFORMATION SECURITY OFFICER,142000,USD,142000,US,50,US,L
2020,EX,FT,LEAD SECURITY ENGINEER,180000,USD,180000,US,100,US,L
2020,MI,FT,CYBER SECURITY ANALYST,120000,USD,120000,US,100,US,L
2021,MI,FT,CHIEF INFORMATION SECURITY OFFICER,40000,USD,40000,NL,50,NL,L
2021,MI,FT,INFORMATION SECURITY ARCHITECT,72000,EUR,85108,DE,100,DE,L
2021,SE,FT,INFORMATION SECURITY MANAGER,150000,USD,150000,US,100,US,M
2021,MI,FT,CYBER SECURITY SPECIALIST,100000,USD,100000,US,0,US,L
2021,EN,FT,INFORMATION SECURITY OFFICER,28800,EUR,34043,BE,50,BE,L
2021,SE,FT,INFORMATION SECURITY MANAGER,140000,CAD,111667,CA,50,CA,M
2021,EX,FT,HEAD OF SECURITY,187000,USD,187000,US,100,US,L
2021,MI,FT,CYBER SECURITY ANALYST,648000,ZAR,43824,ZA,100,ZA,L
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,104000,USD,104000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,100000,CAD,79762,CA,100,CA,L
2020,EN,FT,NETWORK SECURITY ENGINEER,65000,USD,65000,US,50,US,L
2020,MI,FT,CYBER SECURITY ENGINEER,128000,USD,128000,US,0,US,L
2021,MI,FT,INFORMATION SECURITY ENGINEER,120000,USD,120000,US,100,US,L
2020,MI,FT,INFORMATION SECURITY MANAGER,105000,USD,105000,US,100,US,L
2021,MI,FT,INCIDENT RESPONSE ANALYST,145000,USD,145000,US,100,US,L
2021,EN,FT,INFORMATION SECURITY OFFICER,37000,EUR,43736,AT,0,AT,M
2021,EN,FT,PENETRATION TESTER,78000,USD,78000,US,100,US,L
2021,SE,FT,CYBER SECURITY ENGINEER,125000,USD,125000,US,100,US,L
2021,SE,FT,INCIDENT RESPONSE MANAGER,130000,USD,130000,US,0,US,L
2020,SE,FT,APPLICATION SECURITY ENGINEER,130000,USD,130000,US,100,US,L
2020,SE,FT,INFORMATION SECURITY MANAGER,141000,USD,141000,US,100,US,L
2021,SE,FT,PRODUCT SECURITY ENGINEER,120000,USD,120000,US,100,US,L
2021,EX,FT,INFORMATION SECURITY MANAGER,172500,USD,172500,US,100,US,M
2020,SE,FT,NETWORK AND SECURITY ENGINEER,90000,USD,90000,US,50,US,L
2020,MI,FT,CYBER SECURITY ANALYST,93000,USD,93000,US,50,US,L
2021,SE,FT,CYBER SECURITY SPECIALIST,41500,GBP,57082,GB,100,GB,L
2021,EN,FT,IT SECURITY ANALYST,62000,USD,62000,US,50,US,L
2020,SE,FT,NETWORK AND SECURITY ENGINEER,240000,USD,240000,CA,100,US,L
2021,SE,FT,PENETRATION TESTER,195000,USD,195000,US,100,US,L
2021,MI,FT,PENETRATION TESTER,110000,CHF,120308,CH,100,CH,L
2021,EN,PT,PENETRATION TESTER,50000,EUR,59102,DE,100,DE,S
2021,SE,FT,CHIEF INFORMATION SECURITY OFFICER,90000,USD,90000,AR,50,AR,L
2021,SE,FT,CLOUD SECURITY ENGINEER,120000,CAD,95715,CA,50,UM,L
2021,EN,FT,PENETRATION TESTER,42000,EUR,49646,LU,50,LU,S
2021,SE,FT,CORPORATE INFRASTRUCTURE SECURITY ENGINEER,140000,AUD,105070,AU,0,AU,L
2021,SE,FT,INCIDENT RESPONSE MANAGER,155000,AUD,116327,AU,0,AU,L
2021,MI,FT,PENETRATION TESTER,95000,CAD,75774,CA,100,CA,L
2021,MI,FT,SOC ANALYST,15240,USD,12800,EG,100,EG,M
2021,EN,PT,PENETRATION TESTING ENGINEER,330000,TWD,11812,TW,50,TW,S
2020,SE,FT,CYBER SECURITY ANALYST,98000,USD,98000,US,100,US,L
2021,EN,FT,APPLICATION SECURITY ENGINEER,15240,USD,5965.92,VN,0,VN,L
2020,EN,FT,APPLICATION SECURITY ENGINEER,85000,USD,85000,US,100,US,L
2021,EN,FT,SOC ANALYST,47000,CAD,37488,CA,100,CA,S
2020,MI,FT,INCIDENT RESPONSE MANAGER,120000,USD,120000,US,50,US,L
2021,SE,FT,INFORMATION SECURITY MANAGER,120000,USD,120000,US,50,US,M
2021,EN,FT,CYBER SECURITY ANALYST,70000,USD,70000,US,0,US,L
2020,MI,FT,CYBER SECURITY ANALYST,75000,USD,75000,US,100,US,L
2021,EN,FT,CYBER SECURITY ENGINEER,101350,USD,101350,US,50,US,L
2020,EN,FT,CYBER SECURITY ANALYST,60000,USD,60000,US,50,US,L
2021,EN,FT,DETECTION ENGINEER,85000,USD,85000,US,0,US,L
2020,SE,FT,CLOUD SECURITY ARCHITECT,100000,USD,100000,SA,0,SA,L
2021,MI,FT,CYBER SECURITY SPECIALIST,76000,USD,76000,US,0,US,L
2021,EX,FT,INFORMATION SECURITY ARCHITECT,170000,CAD,135596,CA,50,CA,L
2021,SE,FT,SECURITY ANALYST,105000,USD,105000,US,100,US,M
2021,MI,PT,CYBER SECURITY RESEARCHER,100000,USD,100000,US,50,US,M
2021,MI,FT,CYBER SECURITY ENGINEER,65000,USD,65000,US,100,US,L
2021,MI,FT,APPLICATION SECURITY ENGINEER,1078000,INR,48684,IN,0,IN,M
2021,MI,FT,INFORMATION SECURITY OFFICER,122000,USD,122000,US,0,US,L
2021,MI,FT,CYBER SECURITY ANALYST,80000,USD,80000,US,50,US,L
2021,EN,FT,INFORMATION SECURITY ANALYST,76000,CAD,60619,CA,100,CA,M
2021,MI,FT,CYBER SECURITY ANALYST,131870,USD,131870,US,0,US,L
2021,MI,FT,CYBER SECURITY ANALYST,99900,USD,99900,US,0,US,L
2021,EN,FT,APPLICATION SECURITY ENGINEER,80000,USD,80000,AF,0,AF,S
2021,SE,FT,CYBER SECURITY ARCHITECT,60000,GBP,82528,GB,0,GB,L
2021,MI,FT,CYBER SECURITY ANALYST,79000,USD,79000,US,100,US,L
2020,EX,FT,HEAD OF SECURITY,175000,CHF,186487,CH,0,CH,L
2020,MI,FT,PRODUCT SECURITY ENGINEER,420000,DKK,64255,DK,0,DK,L
2021,MI,FT,INFORMATION SECURITY ARCHITECT,72121,CHF,78879,FR,50,CH,S
2021,MI,FL,INFORMATION SECURITY OFFICER,65000,EUR,76833,DE,100,DE,M
2021,SE,FT,PENETRATION TESTER,182000,AUD,136591,AU,100,AU,L
2021,SE,FT,INFORMATION SECURITY MANAGER,126000,USD,126000,US,50,US,L
2021,EN,FT,SECURITY ENGINEER,50000,USD,50000,US,50,US,S
2020,MI,FT,CYBER SECURITY ENGINEER,75000,USD,75000,US,50,US,S
2021,MI,FT,IT SECURITY ANALYST,103000,USD,103000,US,0,US,L
2021,SE,FT,SECURITY ENGINEER,138000,USD,138000,US,0,US,L
2021,MI,FT,INFORMATION SECURITY OFFICER,36000,EUR,42554,SI,100,SI,L
2020,SE,FT,CYBER SECURITY ARCHITECT,123000,USD,123000,US,100,US,L
2020,MI,FT,PENETRATION TESTER,80000,USD,80000,US,100,US,L
2021,MI,FT,IAM ENGINEER,115000,USD,115000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY OFFICER,52000,EUR,61467,SE,100,SE,S
2021,SE,FL,CYBER SECURITY SPECIALIST,100000,USD,100000,FR,50,FR,L
2021,MI,FT,INCIDENT RESPONSE ANALYST,100000,USD,100000,US,100,US,L
2021,SE,FT,CYBER SECURITY RESEARCHER,275000,USD,275000,US,100,US,L
2021,SE,FT,CYBER SECURITY ANALYST,99000,CAD,78965,CA,100,CA,L
2021,EN,FT,CYBER SECURITY ANALYST,80000,USD,80000,US,50,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,210000,USD,210000,US,100,US,L
2021,EN,FT,INCIDENT RESPONSE ANALYST,66000,USD,66000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,95000,USD,95000,US,0,US,L
2021,SE,FT,PRODUCT SECURITY ENGINEER,160000,USD,160000,US,0,US,L
2021,MI,FT,APPLICATION SECURITY ENGINEER,1078000,INR,21637,IN,0,IN,L
2021,SE,FT,CLOUD SECURITY ENGINEERING MANAGER,55000,EUR,65013,ES,100,ES,L
2021,SE,FT,CYBER SECURITY ENGINEER,55000,USD,55000,LT,50,DK,L
2020,SE,FT,INFORMATION SECURITY ENGINEER,106000,USD,106000,US,0,US,L
2020,EX,FT,INFORMATION SECURITY OFFICER,202000,USD,202000,US,0,US,L
2020,EN,FT,SECURITY ENGINEER,28250,GBP,36234,GB,100,GB,M
2021,MI,FT,CYBER SECURITY ANALYST,42900,EUR,50710,SI,100,SI,M
2020,EN,FT,CYBER THREAT INTELLIGENCE ANALYST,71000,USD,71000,US,0,US,L
2021,EN,FT,NETWORK SECURITY ENGINEER,836000,INR,11305,IN,50,IN,L
2020,EN,FT,IT SECURITY ANALYST,720000,INR,9715,IN,0,IN,L
2021,MI,FT,INFORMATION SECURITY MANAGER,114000,USD,114000,US,50,US,L
2021,EN,FT,CYBER SECURITY ANALYST,81000,USD,81000,US,50,US,L
2021,EX,FT,SECURITY OFFICER 3,148000,USD,148000,US,100,US,M
2021,MI,FT,CYBER THREAT ANALYST,79509,USD,79509,US,50,US,L
2021,EN,FT,CYBER SECURITY ANALYST,110000,USD,110000,JP,0,JP,L
2021,MI,FT,SECURITY ANALYST,20000,USD,20000,IN,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,77000,USD,77000,US,100,US,L
2021,MI,FT,CLOUD SECURITY ENGINEER,130000,USD,130000,CH,50,CH,L
2020,SE,FT,SECURITY ENGINEER,142000,USD,142000,US,100,US,L
2021,SE,FT,SECURITY ENGINEERING MANAGER,174000,USD,174000,US,50,US,L
2021,MI,FT,CYBER THREAT INTELLIGENCE ANALYST,100000,USD,100000,US,0,US,L
2020,MI,FT,IT SECURITY ENGINEER,130000,USD,130000,US,50,US,L
2021,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,134000,USD,134000,US,100,US,L
2020,MI,CT,SECURITY ENGINEER,40000,EUR,45618,NL,50,NL,S
2020,SE,FT,INFORMATION SECURITY ARCHITECT,170000,USD,170000,US,100,US,L
2021,SE,FT,DEVSECOPS ENGINEER,60000,EUR,70923,FR,50,FR,L
2021,EN,FT,ETHICAL HACKER,45000,EUR,53192,DE,50,DE,M
2021,MI,FT,CYBER SECURITY ANALYST,90000,USD,90000,US,50,US,L
2020,MI,FT,INFORMATION SECURITY ANALYST,41000,GBP,52588,GB,0,GB,L
2021,MI,FT,PENETRATION TESTING ENGINEER,150000,USD,150000,US,100,US,L
2020,MI,FT,INFORMATION SECURITY SPECIALIST,80000,USD,80000,US,100,US,L
2021,SE,FT,CYBER SECURITY ANALYST,145000,AUD,108822,AU,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,65000,USD,65000,DE,100,US,L
2020,MI,FT,CYBER SECURITY ANALYST,350000,ZAR,21283,ZA,50,ZA,L
2021,MI,FT,INFRASTRUCTURE SECURITY ENGINEER,85000,USD,85000,US,0,US,L
2021,SE,FT,LEAD SECURITY ENGINEER,135000,USD,135000,US,0,US,L
2020,MI,FT,CYBER SECURITY SPECIALIST,504000,SEK,54784,SE,50,SE,M
2020,SE,FT,CYBER SECURITY SPECIALIST,104000,CAD,77572,CA,100,CA,L
2020,MI,FT,CLOUD SECURITY ARCHITECT,100000,USD,100000,BG,0,BR,M
2021,SE,CT,CYBER SECURITY ARCHITECT,72000,USD,72000,US,100,US,M
2021,SE,FT,CYBER SECURITY ARCHITECT,127000,USD,127000,US,100,US,L
2021,SE,FT,DIGITAL FORENSICS ANALYST,140000,USD,140000,US,50,US,L
2020,SE,FT,DIGITAL FORENSICS ANALYST,125000,USD,125000,US,100,US,L
2020,SE,PT,CYBER SECURITY RESEARCHER,55000,USD,55000,US,100,US,L
2021,SE,FT,INFORMATION SECURITY MANAGER,90000,USD,90000,US,0,US,S
2021,SE,FT,ETHICAL HACKER,150000,USD,150000,US,100,US,L
2020,SE,FT,VULNERABILITY ANALYST,80000,USD,80000,RU,0,RU,S
2020,EN,FT,CYBER SECURITY ANALYST,23000,EUR,26230,IT,100,IT,L
2021,MI,FT,INFORMATION SECURITY ANALYST,82700,USD,82700,US,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,28500,GBP,39200,GB,50,GB,S
2021,MI,FT,CYBER SECURITY ANALYST,106000,USD,106000,US,100,US,L
2020,SE,FT,INFORMATION SECURITY ENGINEER,120000,USD,120000,US,100,US,M
2021,EX,FT,PRINCIPAL SECURITY ENGINEER,1078000,INR,51389,IN,100,GB,S
2021,SE,FT,CYBER SECURITY ARCHITECT,200000,USD,200000,US,100,US,L
2020,SE,FT,SECURITY ENGINEER,170000,USD,170000,US,50,US,L
2021,SE,FT,INFORMATION SECURITY ENGINEER,107000,USD,107000,US,0,US,L
2020,SE,FT,INFORMATION SECURITY OFFICER,159000,USD,159000,US,50,US,L
